word,meaning,example_sentences_1,meaning_example_sentences_1,example_sentences_2,meaning_example_sentences_2,image_url
水泳,bơi,夏に水泳をするのが好きです。,Tôi thích bơi vào mùa hè.,水泳は全身運動です。,Bơi là một bài tập toàn thân.,https://www.univ.gakushuin.ac.jp/active/club/images/3d378c2cf26a567d28b64f794948935d251f8466.jpg
違います,khác nhau,この二つの意見は違います。,Hai ý kiến này khác nhau.,彼の考えと私の考えは違います。,Suy nghĩ của anh ấy và suy nghĩ của tôi là khác nhau.,https://hire39.com/wp-content/uploads/2020/12/25-1.png
使っていらっしゃるんですね,đang dùng,そのアプリを使っていらっしゃるんですね。,Bạn đang sử dụng ứng dụng đó phải không?,このペンを使っていらっしゃるのですか？,Bạn đang dùng cái bút này à?,https://graph-stock.com/wp-content/uploads/2020/06/SnsUsesrbyAgeGroupwhite.png
チャレンジします,thử sức,新しい仕事にチャレンジします。,Tôi sẽ thử sức với công việc mới.,来月、マラソンにチャレンジします。,"Tháng sau, tôi sẽ thử sức với cuộc thi marathon.",https://motifyhr.jp/blog/wp-content/uploads/2019/06/A049_top.jpg
気持ち,tâm thế,彼女はいつも前向きな気持ちを持っています。,Cô ấy luôn có tâm thế tích cực.,気持ちをリフレッシュするために散歩します。,Tôi đi dạo để làm mới tâm trạng.,https://yanchawork.com/wp-content/uploads/2020/01/kimochi_card02.jpeg
乗り物,phương tiện đi lại,バスは便利な乗り物です。,Xe buýt là phương tiện đi lại tiện lợi.,彼は自転車を乗り物として使っています。,Anh ấy sử dụng xe đạp làm phương tiện đi lại.,https://images.twinkl.co.uk/tw1n/image/private/t_630_eco/image_repo/a2/c3/jp-e-1687405759-vehicles-word-mat-japanese-and-english_ver_2.jpg
ー世紀,thế kỉ,21世紀はテクノロジーの時代です。,Thế kỷ 21 là thời đại công nghệ.,19世紀の文学が好きです。,Tôi thích văn học thế kỷ 19.,https://sothebys-md.brightspotcdn.com/dims4/default/72e9761/2147483647/strip/true/crop/1824x2000+0+0/resize/385x422!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2Fwebnative%2Fimages%2Fa2%2F27%2Fe30239724f408a65bd8c21698d7a%2Fpf2417-d5lmq-t2-01.jpg
遠く,nơi xa,遠くの山が見えます。,Có thể nhìn thấy núi ở xa.,彼は遠くに住んでいます。,Anh ấy sống ở nơi xa.,https://musescore.com/static/musescore/scoredata/g/097b736fe7862bb62d38a853dde9e647e7f4f9ee/score_0.svg?no-cache=1715695612
珍しい,hiếm,この花は珍しいです。,Loài hoa này rất hiếm.,珍しい動物を見ました。,Tôi đã thấy một con vật hiếm.,https://i.pinimg.com/564x/d7/60/94/d7609496b6f6748dbcb79032d150452e.jpg
汽車,tàu lửa chạy,汽車は毎日、朝と夕方に運行しています。,Tàu lửa chạy mỗi ngày vào buổi sáng và buổi tối.,私たちは汽車で旅行するのが好きです。,Chúng tôi thích đi du lịch bằng tàu lửa.,https://www.waters.com/blog/wp-content/uploads/feature-image-1.jpg.webp
汽船,tàu thuỷ chạy bằng hơi nước,汽船は川をゆっくりと進んでいます。,Tàu thuỷ chạy bằng hơi nước đang di chuyển chậm trên sông.,昔、汽船は重要な交通手段でした。,"Ngày xưa, tàu thuỷ chạy bằng hơi nước là phương tiện giao thông quan trọng.",https://www.suijobus.co.jp/wp/wp-content/uploads/2016/05/mv1.jpg
大勢の〜,nhiều ~ (dùng cho người),大勢の人が公園でピクニックをしています。,Nhiều người đang tổ chức picnic trong công viên.,大勢の友達が私の誕生日パーティーに来てくれました。,Nhiều bạn bè đã đến dự tiệc sinh nhật của tôi.,https://cdn.mainichi.jp/vol1/2016/04/04/20160404k0000m040097000p/9.jpg?1
運びます,vận chuyển,荷物を運びますので、手伝ってください。,Xin hãy giúp tôi vận chuyển hành lý.,彼は毎日、食料品を運びます。,Anh ấy vận chuyển thực phẩm mỗi ngày.,https://www.tanoshiijapanese.com/dictionary/entry_preview/5/16255/24875.png
利用します,sử dụng,このアプリを利用して勉強しています。,Tôi đang sử dụng ứng dụng này để học.,図書館を利用するのはとても便利です。,Việc sử dụng thư viện rất tiện lợi.,https://bizkeigo.koakishiki.com/wp/wp-content/uploads/henkan/henkan-riyousuru.png
理由に,thoải mái,彼は理由に遅れて来ました。,Anh ấy đến muộn vì lý do nào đó.,理由に関係なく、私はあなたを信じます。,"Dù có lý do gì đi nữa, tôi vẫn tin bạn.",https://prcdn.freetls.fastly.net/release_image/16455/320/16455-320-313e859fb2579d012c7ef882f71ab6a7-932x596.jpg?format=jpeg&auto=webp&fit=bounds&width=2400&height=1260
褒めます,khen,先生は私の絵を褒めてくれました。,Giáo viên đã khen bức tranh của tôi.,友達が私の料理を褒めました。,Bạn tôi đã khen món ăn của tôi.,https://pbs.twimg.com/profile_images/1506266491427364865/TiXo8UPK_400x400.jpg
しかります,mắng,母は私が遅れたのでしかりました。,Mẹ đã mắng tôi vì tôi đến muộn.,先生は宿題を忘れたのでしかりました。,Giáo viên đã mắng tôi vì quên bài tập về nhà.,https://www.tanoshiijapanese.com/dictionary/entry_preview/5/30573/188158.png
誘います,mời,友達を映画に誘いました。,Tôi đã mời bạn đi xem phim.,彼女は私をパーティーに誘ってくれました。,Cô ấy đã mời tôi đến bữa tiệc.,https://www.tanoshiijapanese.com/dictionary/entry_preview/5/52326/66854.png
招待します,mời,私はあなたを結婚式に招待します。,Tôi sẽ mời bạn đến đám cưới.,彼は私を誕生日パーティーに招待しました。,Anh ấy đã mời tôi đến tiệc sinh nhật.,https://nihongopic.com/wp-content/uploads/2019/09/065e18daf8a2e0e96eb002cf8532c443.png
頼みます,nhờ,友達に手伝いを頼みます。,Tôi nhờ bạn giúp đỡ.,先生に質問を頼みました。,Tôi đã nhờ thầy giáo hỏi.,https://i1.sndcdn.com/avatars-000474839142-s0f2dm-t500x500.jpg
注意します,nhắc nhở,運転中は注意してください。,Xin hãy chú ý khi lái xe.,子供に危ないことを注意しました。,Tôi đã nhắc nhở trẻ em về những điều nguy hiểm.,https://blastmail.jp/blog/wp-content/uploads/2023/05/%E7%94%BB%E5%83%8F1.png
とります,lấy cắp,彼は財布をとりました。,Anh ấy đã lấy cắp ví.,その泥棒がカメラをとった。,Tên trộm đã lấy cắp máy ảnh.,https://www.tanoshiijapanese.com/dictionary/entry_preview/5/31306/42593.png
踏みます,dẫm,花を踏んでしまいました。,Tôi đã dẫm lên hoa.,足元に気をつけて踏んでください。,Hãy cẩn thận khi dẫm lên dưới chân.,https://www.tanoshiijapanese.com/dictionary/entry_preview/5/43351/56574.png
壊します,làm hỏng,子供がおもちゃを壊しました。,Đứa trẻ đã làm hỏng đồ chơi.,彼は窓を壊してしまった。,Anh ấy đã làm hỏng cửa sổ.,https://www.tanoshiijapanese.com/dictionary/entry_preview/5/18905/27968.png
汚します,làm bẩn,靴で床を汚しました。,Tôi đã làm bẩn sàn nhà bằng giày.,子供が絵を描いて壁を汚しました。,Đứa trẻ đã vẽ tranh và làm bẩn tường.,https://livedoor.blogimg.jp/edewakaru/imgs/0/0/00dc3c47.jpg
行います,tổ chức,会議を行います。,Chúng tôi sẽ tổ chức cuộc họp.,イベントを行う予定です。,Chúng tôi dự định tổ chức sự kiện.,https://www.tanoshiijapanese.com/dictionary/entry_preview/5/56823/73847.png
輸出します,xuất khẩu,日本は車を輸出します。,Nhật Bản xuất khẩu ô tô.,この会社は食品を輸出しています。,Công ty này đang xuất khẩu thực phẩm.,https://media.baamboozle.com/uploads/images/55211/1647692294_296470.png
輸入します,nhập khẩu,私たちはコーヒーを輸入します。,Chúng tôi nhập khẩu cà phê.,この国は石油を輸入しています。,Quốc gia này đang nhập khẩu dầu mỏ.,https://media.baamboozle.com/uploads/images/55211/1647692294_296470.png
翻訳します,biên dịch,彼女は本を翻訳します。,Cô ấy biên dịch sách.,この文を英語に翻訳してください。,Xin hãy biên dịch câu này sang tiếng Anh.,https://level69.net/wp-content/uploads/2022/02/enja08.jpg
発明します,giải thích,彼は新しい機械を発明しました。,Anh ấy đã phát minh ra một chiếc máy mới.,発明することはとても重要です。,Việc phát minh là rất quan trọng.,https://nihongopic.com/wp-content/uploads/2019/09/51ab7702fa5c4a2e07e6a165b9101115.png
発見します,phát hiện,科学者たちは新しい星を発見しました。,Các nhà khoa học đã phát hiện ra một ngôi sao mới.,彼女は古い本を発見しました。,Cô ấy đã phát hiện ra một cuốn sách cũ.,https://nihongopic.com/wp-content/uploads/2019/09/8191fe03a58516ca1020e480cc88917f.png
米,gạo,毎日、米を食べます。,Tôi ăn cơm mỗi ngày.,米は日本の主食です。,Gạo là thực phẩm chính của Nhật Bản.,https://fresh.99ranch.com/cdn/shop/products/1601043.jpg?v=1619104147
麦,lúa mạch,麦からパンが作られます。,Bánh mì được làm từ lúa mạch.,麦はビールの原料です。,Lúa mạch là nguyên liệu để làm bia.,https://assets.tmecosys.com/image/upload/t_web767x639/img/recipe/ras/Assets/9508FC68-57C2-47B9-9C36-0D82112C8E66/Derivates/A4BB5A3C-71FF-43E4-9C4B-0AA3A262D3D6.jpg
石油,dầu mỏ,石油はエネルギー源です。,Dầu mỏ là nguồn năng lượng.,石油の価格が上がっています。,Giá dầu mỏ đang tăng lên.,https://iea.imgix.net/32746c27-a6f7-44a4-bebc-3e8b15c07c7e/oil2012.png?auto=compress%2Cformat&fit=min&q=80&rect=1163%2C443%2C3087%2C2058&w=1280&h=853&fit=crop&fm=jpg&q=70&auto=format
原料,nguyên liệu,この工場では木材を原料にしています。,Nhà máy này sử dụng gỗ làm nguyên liệu.,原料が足りなくなりました。,Nguyên liệu đã hết.,https://naturalpoland.com/wp-content/uploads/ekstrakt-z-zielonej-herbaty.webp
インスタントラーメン,mỳ ăn liền,インスタントラーメンは簡単に作れます。,Mỳ ăn liền rất dễ làm.,夜遅くにインスタントラーメンを食べました。,Tôi đã ăn mỳ ăn liền vào khuya.,https://tojomachiko.com/wp-content/uploads/2019/08/8_21_2019a.png
デート,hẹn hò,彼とデートに行きます。,Tôi sẽ đi hẹn hò với anh ấy.,デートは楽しかったです。,Buổi hẹn hò rất vui.,https://play-lh.googleusercontent.com/D8u0RTTsc0XHTqP9FAwChSTTPdq4AI6dcJX_QdCiJ_DqEokYTtQ2WZLCrRsKBD18BnU=w526-h296-rw
泥棒,kẻ trộm,泥棒が家に入った。,Kẻ trộm đã vào nhà.,泥棒を捕まえました。,Chúng tôi đã bắt được kẻ trộm.,https://as1.ftcdn.net/v2/jpg/05/43/37/42/1000_F_543374267_eb6vRWWKum5yUOuZO9WIraU9GZMkM4pG.jpg
警官,cảnh sát,警官が道を渡るのを手伝いました。,Cảnh sát đã giúp tôi qua đường.,警官は市民を守ります。,Cảnh sát bảo vệ công dân.,https://static.wikia.nocookie.net/southpark/images/c/c3/OfficerBarbrady.PNG/revision/latest?cb=20161225020139&path-prefix=zh
世界中,trên toàn thế giới,世界中の人々が集まるイベントです。,Đây là một sự kiện mà mọi người trên toàn thế giới tập trung lại.,彼は世界中を旅したいと言っています。,Anh ấy nói rằng muốn đi du lịch khắp nơi trên thế giới.,https://previews.123rf.com/images/rebenok/rebenok1603/rebenok160300035/56227993-%E5%9C%B0%E7%90%83%E7%9A%84%E5%AD%A9%E5%AD%90%E3%80%82%E5%9C%8B%E9%9A%9B%E5%8F%8B%E8%AA%BC%E6%97%A5%E3%80%82%E5%9C%B0%E7%90%83%E6%97%A5%E3%80%82%E5%A4%9A%E6%A8%A3%E5%8C%96%E7%9A%84%E5%AD%A9%E5%AD%90%E6%89%8B%E7%89%BD%E8%91%97%E6%89%8B%E7%9F%A2%E9%87%8F%E6%8F%92%E5%9C%96%E3%80%82.jpg
〜中,~ toàn,教室中が静かになりました。,Toàn bộ lớp học đã trở nên yên tĩnh.,彼は家中を探しました。,Anh ấy đã tìm kiếm khắp nhà.,https://upload.wikimedia.org/wikipedia/commons/8/8a/%E4%B8%AD-order.gif
〜世紀,~ thế kỉ,21世紀に入って、技術が進歩しました。,"Bước vào thế kỷ 21, công nghệ đã phát triển.",19世紀の文学はとても面白いです。,Văn học thế kỷ 19 rất thú vị.,https://i.ebayimg.com/images/g/aF8AAOSwrttefydI/s-l1200.jpg
なに語,tiếng gì,あなたはなに語を話しますか？,Bạn nói tiếng gì?,この本はなに語で書かれていますか？,Cuốn sách này được viết bằng tiếng gì?,https://join.biglobe.ne.jp/mobile/sim/gurashi/wp-content/uploads/2019/11/image03-1.jpg
誰か,ai đó,誰かが私を呼んでいます。,Có ai đó đang gọi tôi.,誰かが手伝ってくれました。,Ai đó đã giúp tôi.,"https://m.media-amazon.com/images/I/81DvfBfO2-L._AC_UF1000,1000_QL80_.jpg"
よかったですか,hay quá nhỉ / vui quá nhỉ,旅行はよかったですか？,Chuyến đi có vui không?,パーティーはよかったですか？,Bữa tiệc có vui không?,https://higherlogicdownload.s3.amazonaws.com/CFAI/b2fea130-d7b8-472d-9c79-834380cae0d8/UploadedImages/images/Charterholders/re_E1_JieJi_pic.jpg
皆様,quý vị,皆様、こんにちは。,"Quý vị, xin chào.",皆様のご参加をお待ちしています。,Chúng tôi mong chờ sự tham gia của quý vị.,https://h-el-ical.com/wpsite/wp-content/uploads/2020/03/S__284778499-702x1024.jpg
うちが焼けます,cháy (nhà),うちが焼けてしまいました。,Nhà tôi đã bị cháy.,火事でうちが焼けました。,Nhà đã bị cháy do hỏa hoạn.,https://langoal.com/images/39-%E2%80%93-23.png
その後,sau đó,彼は学校に行き、その後友達と遊びました。,Anh ấy đã đi học và sau đó chơi với bạn bè.,夕食を食べて、その後映画を見ました。,Tôi đã ăn tối và sau đó xem phim.,https://lookaside.instagram.com/seo/google_widget/crawler/?media_id=3197472992061745270
世界遺産,di sản thế giới,この場所は世界遺産に登録されています。,Nơi này đã được công nhận là di sản thế giới.,世界遺産を訪れるのが好きです。,Tôi thích thăm các di sản thế giới.,https://www.sekaken.jp/wp-content/uploads/rank01_2024.jpg
〜の一つ,một trong nhữung,これは私の好きな映画の一つです。,Đây là một trong những bộ phim tôi thích.,日本の文化の一つは、茶道です。,Một trong những văn hóa của Nhật Bản là trà đạo.,https://i.ytimg.com/vi/C9BEQ0ZGIVM/hq720.jpg?sqp=-oaymwE7CK4FEIIDSFryq4qpAy0IARUAAAAAGAElAADIQj0AgKJD8AEB-AH-CYAC0AWKAgwIABABGGMgYyhjMA8=&rs=AOn4CLCoKk7gzr0C73IOdA_qkVR3LtGwlg
金色,màu (của) vàng,彼女は金色のドレスを着ています。,Cô ấy đang mặc một chiếc váy màu vàng.,金色の魚が水の中を泳いでいます。,Một con cá màu vàng đang bơi trong nước.,https://i.pinimg.com/736x/f0/c1/e0/f0c1e06292f82f5c489ed327ac4f2562.jpg
本物,đồ thật,これは本物のダイヤモンドです。,Đây là một viên kim cương thật.,彼は本物のアーティストです。,Anh ấy là một nghệ sĩ thật sự.,https://japanesetest4you.com/flashcard/wp-content/uploads/2017/11/jpvocab1877-n3s.jpg
金色,vàng,金色の太陽が昇っています。,Mặt trời màu vàng đang mọc.,彼の髪は金色です。,Tóc của anh ấy màu vàng.,https://i.pinimg.com/736x/f0/c1/e0/f0c1e06292f82f5c489ed327ac4f2562.jpg
ーキロ,~ kilogram,この荷物は5キロです。,Cái hành lý này nặng 5 kilogram.,彼は10キロのダンベルを持ち上げられます。,Anh ấy có thể nâng được tạ 10 kilogram.,https://lookaside.fbsbx.com/lookaside/crawler/threads/C8ZaQKmy_xR/0/image.jpg
美しい,đẹp,この花はとても美しいです。,Bông hoa này rất đẹp.,彼女は美しい声を持っています。,Cô ấy có một giọng hát đẹp.,"https://m.media-amazon.com/images/I/71VAjRdVMqL._AC_UF1000,1000_QL80_.jpg"
豪華（な）,sang trọng,このホテルは豪華です。,Khách sạn này rất sang trọng.,彼の家は豪華な家具でいっぱいです。,Nhà của anh ấy đầy những đồ nội thất sang trọng.,https://previews.123rf.com/images/zhudifeng/zhudifeng1506/zhudifeng150600979/41359388-%E8%B1%AA%E8%8F%AF%E3%81%AA%E3%83%AA%E3%83%93%E3%83%B3%E3%82%B0-%E3%83%AB%E3%83%BC%E3%83%A0%E3%81%A8%E9%AB%98%E7%B4%9A%E3%81%AA%E3%83%87%E3%82%B6%E3%82%A4%E3%83%B3%E3%81%A8%E8%A3%85%E9%A3%BE%E5%AE%B6%E5%85%B7.jpg
彫刻,điêu khắc,この公園には美しい彫刻があります。,Trong công viên này có những tác phẩm điêu khắc đẹp.,彼は彫刻を作るのが得意です。,Anh ấy rất giỏi trong việc tạo ra điêu khắc.,https://media.artnewsjapan.com/wp-content/uploads/2022/08/11204659/Installation_view_of_Chroma_Ancient_Sculpture_in_Color_d916987292.jpg
言い伝え,truyền thuyết,この村には古い言い伝えがあります。,Làng này có một truyền thuyết cổ xưa.,彼は言い伝えを信じています。,Anh ấy tin vào truyền thuyết.,https://auctions.c.yimg.jp/images.auctions.yahoo.co.jp/image/dr000/auc0410/users/34b39641afeacc18889133596590d2f5e9b47e5d/i-img1200x900-1697526924oi0eop1266098.jpg
眠ります,ngủ,私は毎晩10時に眠ります。,Tôi đi ngủ lúc 10 giờ mỗi tối.,赤ちゃんは今眠っています。,Em bé đang ngủ bây giờ.,https://www.tanoshiijapanese.com/dictionary/entry_preview/5/51105/65392.png
彫ります,khắc,彼は木に美しい模様を彫ります。,Anh ấy khắc những hoa văn đẹp lên gỗ.,この石を彫るのはとても難しいです。,Việc khắc viên đá này rất khó.,https://www.tanoshiijapanese.com/dictionary/entry_preview/5/41184/54074.png
仲間,đồng nghiệp,私の仲間はみんな優しいです。,Tất cả đồng nghiệp của tôi đều rất tốt bụng.,仲間と一緒にプロジェクトを進めます。,Tôi sẽ tiến hành dự án cùng với đồng nghiệp.,https://www.ohzora.ac.jp/common_static/img/relationship/friends/index_kv_pc.png
しかし,nhưng,今日は晴れています。しかし、風が強いです。,Hôm nay trời nắng. Nhưng gió thì mạnh.,彼は頑張りました。しかし、結果は良くありませんでした。,Anh ấy đã cố gắng. Nhưng kết quả không tốt.,https://jlptsensei.com/wp-content/uploads/2019/08/shikashi-%E3%81%97%E3%81%8B%E3%81%97-jlpt-n5-grammar-meaning-%E6%96%87%E6%B3%95%E4%BE%8B%E6%96%87-japanese-flashcards-600x338.png
そのあと,sau đó,映画を見ました。そのあと、友達と食事をしました。,"Tôi đã xem phim. Sau đó, tôi đã ăn tối với bạn bè.",勉強が終わった。そのあと、遊びに行きます。,"Học xong. Sau đó, tôi sẽ đi chơi.",https://i.ytimg.com/vi/g_z9-mgmn34/hq720.jpg?sqp=-oaymwE7CK4FEIIDSFryq4qpAy0IARUAAAAAGAElAADIQj0AgKJD8AEB-AH-CYAC0AWKAgwIABABGHIgPig7MA8=&rs=AOn4CLBHXNZA4ZXi0YM0zA1WtL3bLrIdfA
一生懸命,chăm chỉ,彼女は一生懸命勉強しています。,Cô ấy đang học tập chăm chỉ.,一生懸命働いて、成功を目指します。,Làm việc chăm chỉ để đạt được thành công.,https://lookaside.fbsbx.com/lookaside/crawler/media/?media_id=2495996220632700
ねずみ,chuột,ねずみが家の中を走っています。,Chuột đang chạy trong nhà.,彼はねずみが嫌いです。,Anh ấy ghét chuột.,https://i.ytimg.com/vi/JW5JLGmDUhQ/hq720.jpg?sqp=-oaymwEhCK4FEIIDSFryq4qpAxMIARUAAAAAGAElAADIQj0AgKJD&rs=AOn4CLDCh0ZArpyJT-WN3rouPBht0nHSFQ
一匹もいません,không có một con nào cả,ここには一匹もいません。,Ở đây không có một con nào cả.,庭には一匹も猫がいません。,Trong vườn không có một con mèo nào cả.,https://ogp-v2.hinative.com/ogp/question?dlid=45&l=en-US&lid=22&txt=%E4%B8%80%E5%8C%B9%E3%82%82%E3%81%84%E3%81%BE%E3%81%9B%E3%82%93&ctk=meaning&ltk=japanese&qt=MeaningQuestion&platform&w=1200
旅行に参加します,tham gia (đi du lịch),来月の旅行に参加します。,Tôi sẽ tham gia chuyến du lịch vào tháng tới.,友達と一緒に旅行に参加します。,Tôi sẽ tham gia chuyến du lịch cùng với bạn bè.,https://nihongopic.com/wp-content/uploads/2019/09/038526f7bc47b6045ad051f988b4974b.png
育てます,chăm sóc,私は花を育てます。,Tôi chăm sóc hoa.,子供を育てるのは大変です。,Việc chăm sóc trẻ em thì rất khó khăn.,https://blogimg.goo.ne.jp/user_image/5d/04/e556707ce5230c7955b0b8f6b9c85975.jpg
運びます,vận chuyển,荷物を運びます。,Tôi sẽ vận chuyển hành lý.,トラックが荷物を運びます。,Xe tải sẽ vận chuyển hàng hóa.,https://www.tanoshiijapanese.com/dictionary/entry_preview/5/16255/24875.png
入院します,nhập viện,彼は病気のため、入院します。,Anh ấy sẽ nhập viện vì bị bệnh.,入院する前に、必要なものを準備してください。,Hãy chuẩn bị những thứ cần thiết trước khi nhập viện.,https://blogimg.goo.ne.jp/user_image/6e/cb/c600762f6be51daf28547080f4e9b8d9.jpg
退院します,ra viện,彼女は明日、退院します。,Cô ấy sẽ ra viện vào ngày mai.,退院したら、家でゆっくり休んでください。,"Sau khi ra viện, hãy nghỉ ngơi ở nhà cho thoải mái.",https://static.amanaimages.com/imgroom/rf_preview640/11023/11023010154.jpg
電源を入れます,bật (điện nguồn),コンピュータの電源を入れます。,Tôi bật nguồn máy tính.,テレビの電源を入れて、ニュースを見ます。,Tôi bật nguồn tivi để xem tin tức.,https://www.btapac.konicaminolta.com/users_guide/accuriopress_6136_series/3_0_0/jp/contents/img/ATM/ACCURIOPRESS_6136_MCO022283B.png
電源を切ります,tắt (điện nguồn),仕事が終わったら、電源を切ります。,"Khi công việc kết thúc, tôi sẽ tắt nguồn.",長時間使わないので、電源を切っておきます。,"Vì không sử dụng lâu, tôi sẽ tắt nguồn.",https://i.ytimg.com/vi/AYMH9wWDS9Q/sddefault.jpg
鍵をかけます,khoá (ổ khoá),家を出る前に、鍵をかけます。,"Trước khi ra khỏi nhà, tôi sẽ khóa cửa.",忘れずに、車の鍵をかけてください。,Đừng quên khóa xe.,https://www.tanoshiijapanese.com/dictionary/entry_preview/5/24799/34939.png
嘘をつきます,nói dối,彼はいつも嘘をつきます。,Anh ấy luôn nói dối.,嘘をつくのは良くないことです。,Nói dối là điều không tốt.,https://poromi-free.net/wp-content/uploads/2021/11/06-01-211125-Liar.png
気持ちがいい,tâm trạng tốt,今日は天気が良くて、気持ちがいいです。,"Hôm nay thời tiết đẹp, tôi cảm thấy thoải mái.",友達と一緒にいると、気持ちがいいです。,Ở bên bạn bè khiến tôi cảm thấy vui vẻ.,https://www.photolibrary.jp/mhd2/img242/450-20120222091208139279.jpg
気持ちが悪い,tâm trạng không tốt,食べ過ぎて、気持ちが悪いです。,Tôi ăn quá nhiều và cảm thấy không thoải mái.,今日は気持ちが悪いので、休みます。,Hôm nay tôi cảm thấy không khỏe nên sẽ nghỉ ngơi.,https://health.eonet.jp/uploads/201910/4103726/thumb.jpg
大きな,lớn,大きな犬が公園で遊んでいます。,Một con chó lớn đang chơi trong công viên.,彼は大きな声で話します。,Anh ấy nói chuyện với giọng lớn.,https://i.ytimg.com/vi/7LB3HP6OpaU/hq720.jpg?sqp=-oaymwE7CK4FEIIDSFryq4qpAy0IARUAAAAAGAAlAADIQj0AgKJD8AEB-AHOBYACgAqKAgwIABABGGUgTig6MA8=&rs=AOn4CLDHCXf4Lm2mwsBBurosY3mE-A49Ig
小さな,bé,小さな猫が寝ています。,Một con mèo nhỏ đang ngủ.,彼女は小さなプレゼントを持っています。,Cô ấy đang cầm một món quà nhỏ.,https://musescore.com/static/musescore/scoredata/g/c017cf8d9cd239f279360f96c0434c145751c323/score_0.svg?no-cache=1715700850
赤ちゃん,em bé,赤ちゃんはよく笑います。,Em bé thường hay cười.,彼女は赤ちゃんを抱っこしています。,Cô ấy đang bế em bé.,https://betta.jp/cdn/shop/articles/midwife_008_sq3000_3000x.jpg?v=1707974627
小学校,trường tiểu học,私の子供は小学校に通っています。,Con tôi đang học ở trường tiểu học.,小学校の友達と遊びました。,Tôi đã chơi với bạn bè ở trường tiểu học.,https://t4.ftcdn.net/jpg/02/62/63/73/360_F_262637306_8lcMj8PlQxHzlEhnkzil40kfG1zCAfX9.jpg
中学校,trường trung học,中学校では新しい科目を学びます。,"Ở trường trung học, chúng ta học các môn học mới.",彼は中学校のサッカーチームに入っています。,Cậu ấy tham gia đội bóng đá của trường trung học.,http://www.city-okayama.ed.jp/~saidaijic/img/main.png
駅前,trước ga,駅前にはたくさんの店があります。,Trước ga có rất nhiều cửa hàng.,駅前で友達と待ち合わせました。,Tôi đã hẹn gặp bạn ở trước ga.,https://www.visit-hokkaido.jp/lsc/upfile/spot/0001/0059/10059_4_l.jpg
海岸,bờ biển,夏に海岸に行くのが好きです。,Tôi thích đi đến bờ biển vào mùa hè.,海岸で貝を拾いました。,Tôi đã nhặt sò ở bờ biển.,http://www.gousa.cn/sites/gousa.cn/files/styles/hero_l/public/images/hero_media_image/2020-08/8ba515d6-e587-48d5-97ed-a3c63b0a22fc_0.jpeg?h=1972d1b3&itok=AEaQTskU
工場,nhà máy,彼の父は工場で働いています。,Cha của anh ấy làm việc ở nhà máy.,工場は町の外にあります。,Nhà máy nằm ở ngoài thành phố.,https://jump.mingpao.com/career-news/wp-content/uploads/2023/05/137224e9fad9bdafb2a6a58e60692aee.jpg
村,làng,彼女は小さな村に住んでいます。,Cô ấy sống ở một ngôi làng nhỏ.,村の祭りはとても楽しいです。,Lễ hội của làng rất vui.,https://toho-info.com/img/top/mv01.jpg
かな,chữ Kana,かなは日本語の基本です。,Kana là cơ bản của tiếng Nhật.,彼はかなを上手に書けます。,Cậu ấy có thể viết chữ Kana rất tốt.,https://jlptsensei.com/wp-content/uploads/2019/09/kana-%E3%81%8B%E3%81%AA-jlpt-n4-grammar-meaning-%E6%96%87%E6%B3%95-%E4%BE%8B%E6%96%87-japanese-flashcards-600x338.png
指輪,nhẫn,彼女は美しい指輪を持っています。,Cô ấy có một chiếc nhẫn đẹp.,結婚式で指輪を交換しました。,Chúng tôi đã trao đổi nhẫn trong lễ cưới.,https://image.lazarediamond.jp/data/jewelry/engagement-carillon_01.png
電源,điện nguồn,電源を入れてください。,Xin hãy bật nguồn điện.,パソコンの電源が切れました。,Nguồn điện của máy tính đã bị tắt.,https://elektroautomatik.com/shop/media/image/f8/54/26/ea3051.jpg
習慣,thói quen,毎朝、ジョギングをするのが私の習慣です。,Chạy bộ mỗi sáng là thói quen của tôi.,健康のために、良い食事の習慣を身につけましょう。,"Để có sức khỏe tốt, hãy hình thành thói quen ăn uống lành mạnh.","https://m.media-amazon.com/images/I/51I8HeNwRkL._AC_UF1000,1000_QL80_.jpg"
健康,sức khoẻ,毎日運動することは健康に良いです。,Tập thể dục mỗi ngày tốt cho sức khỏe.,健康を維持するために、バランスの取れた食事が大切です。,"Để duy trì sức khỏe, chế độ ăn uống cân bằng là rất quan trọng.",https://nutritionsource.hsph.harvard.edu/wp-content/uploads/2014/11/Chinese_Simplified_HEP_July20141.jpg
〜 製,hàng~,この時計は日本製です。,Chiếc đồng hồ này là hàng Nhật Bản.,彼はアメリカ製の車を持っています。,Anh ấy có một chiếc xe hàng Mỹ.,https://alocohawaii.com/files/article/%E3%83%8F%E3%83%AF%E3%82%A4%20%E4%B8%B8%E4%BA%80/%E3%83%8F%E3%83%AF%E3%82%A4%20%E4%B8%B8%E4%BA%80_01.webp
おととし,năm kia,おととし、家族で旅行に行きました。,"Năm kia, tôi đã đi du lịch cùng gia đình.",おととしの夏はとても暑かったです。,Mùa hè năm kia rất nóng.,https://lookaside.fbsbx.com/lookaside/crawler/media/?media_id=413174153938875
